id,category,message,intent_hint,status_code,ok,confirm_required,run_id,latency_ms,response,error
DQ084,配件商城与购物车,我要买报警器和软管，先加购物车。,ACCESSORIES_OR_CART,200,True,True,14d28478-6ee1-45a0-b1f7-60085080e535,2563,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 配件 |
| 服务项目 | 软管×1、报警器×1 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ085,配件商城与购物车,购物车现在几件了？总价给我看下。,ACCESSORIES_OR_CART,200,True,False,7d2ce1b0-84da-4074-a090-4b9983e5674d,2585,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ086,配件商城与购物车,把购物车里报警器数量改成2个。,ACCESSORIES_OR_CART,200,True,True,10d56fdf-1723-4f90-a24b-208e08d1b605,2619,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 配件 |
| 服务项目 | 报警器×2 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ087,配件商城与购物车,最贵那件删掉，我预算不够。,ACCESSORIES_OR_CART,200,True,False,fb1e41d0-1d89-455b-b6dc-4caa66fd7977,2608,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ088,配件商城与购物车,配件也能选配送时间吧？我要明天下午。,ACCESSORIES_OR_CART,200,True,False,ce012605-c55d-4a5d-a6b2-c0b13b47c7ad,2576,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
DQ089,配件商城与购物车,配件单我要开票，抬头是苏州XX餐饮。,ACCESSORIES_OR_CART,200,True,False,368be056-6846-40b6-846c-2b9bf93c1911,2654,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
DQ090,配件商城与购物车,配件和服务单能一起结算吗？,ACCESSORIES_OR_CART,200,True,False,1c95c793-95e5-4efc-b792-a8db99648036,2579,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
DQ091,配件商城与购物车,我先不支付，先生成订单看看。,ACCESSORIES_OR_CART,200,True,False,f4349c4d-e5bb-478f-9b63-132a7986aea9,2548,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
DQ092,配件商城与购物车,支付成功后订单列表能看到配件单吧？,ACCESSORIES_OR_CART,200,True,False,3aa20165-b664-41bf-b56d-4aed339c7514,2633,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
DQ093,配件商城与购物车,给我推荐3个后厨常用配件，实用点。,ACCESSORIES_OR_CART,200,True,False,348fbbe4-8b01-435d-9f2f-829a17011d18,2606,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
DQ094,配件商城与购物车,买错了配件怎么取消，规则你说清楚。,ACCESSORIES_OR_CART,200,True,False,39fa1d15-cca9-41b5-803d-397bc7debb66,2608,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
DQ095,配件商城与购物车,我想一键清空购物车，保留收藏。,ACCESSORIES_OR_CART,200,True,False,51c6c23c-786d-4475-98b2-4f927b2cbf57,2649,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ096,配件商城与购物车,底部那个购物车按钮点完应该进入哪一步？,ACCESSORIES_OR_CART,200,True,False,9c27e189-6062-4f3a-b639-08b25c77836f,2608,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ097,配件商城与购物车,软管2米来两条，再加一个减压阀。,ACCESSORIES_OR_CART,200,True,True,6167e2a6-ae92-4b8f-b796-c23d28de8868,2612,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 配件 |
| 服务项目 | 软管×2、减压阀×2 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ098,配件商城与购物车,我只会说‘买点配件’，你来问我要买啥。,ACCESSORIES_OR_CART,200,True,False,5271c213-4fbe-419c-838d-5c333a946323,2606,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
DQ099,配件商城与购物车,这个SKU我记不住，你按名称帮我下就行。,ACCESSORIES_OR_CART,200,True,False,07e0e99f-1930-41c9-9ac1-470f81580df4,2616,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ100,配件商城与购物车,配件下单也用默认地址和手机号。,ACCESSORIES_OR_CART,200,True,False,60391526-51ed-40e4-974e-ea367a36b67e,2591,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
DQ101,配件商城与购物车,我不要直购，就走购物车统一下单。,ACCESSORIES_OR_CART,200,True,False,499ca11b-1f9c-4c0f-8289-978008821979,2666,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
DQ102,配件商城与购物车,配件下单前也请给我一个确认小结。,ACCESSORIES_OR_CART,200,True,False,b1e9271b-bf04-40de-8fe2-f304c91d382f,2655,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
DQ103,订单查询,帮我看下最近一个月所有订单。,ORDER_QUERY,200,True,False,f817a620-1dfe-4030-ba2a-2d5cf1cbd07a,2601,"最近订单如下：
1. LPG202602130450082691 | 安装 | 已支付
2. LPG202602091518079603 | 瓶装配送 | 已过期
3. LPG202602091311254174 | 瓶装配送 | 已支付
4. LPG202602091223417608 | 瓶装配送 | 已支付
5. LPG202602091135071866 | 配件 | 已支付",
DQ104,订单查询,只看待付款的，别的先不看。,ORDER_QUERY,200,True,False,55c2f3b0-3c88-4aa3-b620-69e6bdb453c9,2604,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
DQ105,订单查询,进行中的单子给我按最新排一下。,ORDER_QUERY,200,True,False,15611879-b6c6-47c7-97b3-f709924f57d2,2615,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ106,订单查询,查一下LPG202602091135071866这单。,ORDER_QUERY,200,True,False,241366a7-76b2-49be-97db-b002a4ea938c,2586,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ107,订单查询,我昨天那单现在到哪一步了？,ORDER_QUERY,200,True,False,656e43ce-3a05-4013-9b5c-30b0dc97c5bf,2613,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ108,订单查询,给我看下这单的地址快照和联系人快照。,ORDER_QUERY,200,True,False,ac36c89b-b2e3-46ac-aa14-313fd3d66f06,2623,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ109,订单查询,预计送达窗口是几点到几点？,ORDER_QUERY,200,True,False,b16f5836-5342-492f-a488-85d4038dd5cb,2590,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ110,订单查询,费用明细给我拆开看：小计、加急费、总价。,ORDER_QUERY,500,False,False,,3255,"{""error"":""internal error"",""code"":""INTERNAL_ERROR"",""details"":{""run_id"":""d3dec8d6-92d3-481c-bb4f-639f8425e5bd""}}",internal error
DQ111,订单查询,筛一下已完成的安装单。,ORDER_QUERY,200,True,True,5038d3f5-89a8-4aae-9fcb-b4dca1930a38,2610,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安装 |
| 服务项目 | 筛一下已完成的安装单。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ112,订单查询,订单多的话给我第2页。,ORDER_QUERY,200,True,False,39917ef4-bf2f-408e-92c1-34771b292e27,2642,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ113,订单查询,最近三笔配件单拉一下。,ORDER_QUERY,200,True,False,7fcc6cb8-3b21-4f43-8e60-34049a928bca,2594,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
DQ114,订单查询,帮我统计一下各状态有多少单。,ORDER_QUERY,200,True,False,a590d7e8-06c5-434a-84b5-fd1cb5958cf6,2574,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ115,订单查询,我记不住订单号，你按最近下单时间找。,ORDER_QUERY,200,True,False,d231ac12-d7e0-46c3-8572-34dbb976e91e,2619,"最近订单如下：
1. LPG202602130450082691 | 安装 | 已支付
2. LPG202602091518079603 | 瓶装配送 | 已过期
3. LPG202602091311254174 | 瓶装配送 | 已支付
4. LPG202602091223417608 | 瓶装配送 | 已支付
5. LPG202602091135071866 | 配件 | 已支付",
DQ116,订单查询,查下‘今天创建但还没支付’的单子。,ORDER_QUERY,200,True,False,27c7d99c-2eff-409c-a54b-fa845c40f859,2620,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
DQ117,订单查询,我想看这周所有报修单进度。,ORDER_QUERY,200,True,True,3b89a0b3-b549-4291-9c14-15a42d1571af,2625,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 报修 |
| 服务项目 | 我想看这周所有报修单进度。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ118,订单查询,这单谁接的、什么时候开始服务？,ORDER_QUERY,200,True,False,c1a75cb9-d725-4a7d-8a6c-daaba6a55402,2653,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ119,订单查询,只给我看我账号名下的，不要混别人的。,ORDER_QUERY,200,True,False,9f2f069f-ad4f-4804-92c6-ab1afe13bd38,2569,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ120,订单查询,我想按服务类型筛：只看安检。,ORDER_QUERY,200,True,True,9190dbc9-cf8c-4f10-ad9d-9959daedf11c,2588,"请您确认订单信息：

| 项目 | 内容 |
| --- | --- |
| 服务类型 | 安检 |
| 服务项目 | 我想按服务类型筛：只看安检。 |
| 服务地址 | 默认地址 |
| 联系方式 | 李华 123 |
| 预约时间 | 尽快（系统自动分配） |
| 是否加急 | 否 |
| 备注 | 无 |

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
DQ121,订单查询,订单列表里那条‘进行中’，点进去前先口头说下进度。,ORDER_QUERY,200,True,False,e518e7f7-d0dc-4711-9d53-566596c4c615,2601,"最近订单如下：
1. LPG202602130450082691 | 安装 | 已支付
2. LPG202602091518079603 | 瓶装配送 | 已过期
3. LPG202602091311254174 | 瓶装配送 | 已支付
4. LPG202602091223417608 | 瓶装配送 | 已支付
5. LPG202602091135071866 | 配件 | 已支付",
DQ122,订单查询,我就问一句：我还有没完成的单吗？,ORDER_QUERY,200,True,False,7d97d3df-93c5-4d5e-b051-59651fd4eeb0,2658,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ123,取消改址支付,我想取消刚下的那笔订单。,ORDER_CHANGE,200,True,False,2be2c099-23af-48ec-b4d4-656c3e7f348a,2576,请提供要取消的订单号，例如：取消订单 LPG2026020912345678。,
DQ124,取消改址支付,这单还能取消吗？你先判断规则。,ORDER_CHANGE,200,True,False,c8277bf2-ff6c-412a-ad00-65e0ef71e2fe,2610,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ125,取消改址支付,地址改成浦东新区XX路88号，能改就改。,ORDER_CHANGE,200,True,False,722f2101-07ec-4d19-b44f-1441067b3ee2,2659,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ126,取消改址支付,离服务不到1小时了，还能改址不？,ORDER_CHANGE,200,True,False,e783a763-b6db-4550-b4fa-57a61b44054b,2589,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ127,取消改址支付,我超过30分钟没付款，这单是不是废了？,ORDER_CHANGE,200,True,False,26f220ac-64de-42e4-a6b9-f0b91cd694c9,2590,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
DQ128,取消改址支付,帮我把这笔待付款单直接支付掉（mock也行）。,ORDER_CHANGE,200,True,False,84f627d3-851f-4031-851a-0aff2d0bb555,2612,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
DQ129,取消改址支付,支付后状态会怎么变，你说人话版就行。,ORDER_CHANGE,200,True,False,f08f8747-eed9-48e3-ab39-b41ce53c63af,2581,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
DQ130,取消改址支付,要是支付失败了，你会怎么提示我？,ORDER_CHANGE,200,True,False,ea19cbac-8501-4e04-bff6-420756c2a72b,2570,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
DQ131,取消改址支付,已经在服务中了，我还能取消吗？,ORDER_CHANGE,200,True,False,83556b2d-e61b-43f7-878f-79d2d3f83e02,2620,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ132,取消改址支付,改址成功后，历史订单地址别被新地址覆盖。,ORDER_CHANGE,200,True,False,ceb49b54-f4a8-49d0-86db-97c4477d5057,2591,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ133,取消改址支付,我现在后悔了，想撤单，先告诉我能不能撤。,ORDER_CHANGE,200,True,False,e001d33f-6620-452e-8a8a-8793c202e2aa,2599,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ134,取消改址支付,这单改地址不行的话，能不能新建一单替代？,ORDER_CHANGE,200,True,False,03fc3686-7f25-4977-b15e-d6bfc08c8fb0,2639,请提供要改址的订单号。,
DQ135,取消改址支付,取消失败请把原因说清楚，别只给错误码。,ORDER_CHANGE,200,True,False,3b06af60-cd1d-43f5-bc92-60271f738b16,2610,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ136,取消改址支付,这笔单我现在付，付完你再帮我查状态。,ORDER_CHANGE,200,True,False,a95131ab-da11-41af-9ab5-9ca774c11d2d,2572,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ137,取消改址支付,我不确定单号，你按最近待付款那笔先试支付。,ORDER_CHANGE,200,True,False,3931a289-8c18-4967-b789-9cc9e32a0eef,2604,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
DQ138,取消改址支付,改址如果超时了，能不能转成投诉/工单处理？,ORDER_CHANGE,200,True,True,68697186-9852-4a33-90b8-181313e1ae3c,2588,"将提交一条投诉反馈。

请回复“确认”执行，回复“取消”放弃。",
DQ139,账户与地址,帮我看下我的个人资料现在是什么。,PROFILE_OR_ADDRESS,200,True,False,7a2a3b42-de05-45e5-a209-f565adaefb54,2573,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ140,账户与地址,把我的显示名改成‘张建国（采购）’。,PROFILE_OR_ADDRESS,200,True,False,e9109271-79f7-411f-a646-1cc91e74388d,2627,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ141,账户与地址,我想改登录密码，流程怎么走？,PROFILE_OR_ADDRESS,500,False,False,,3150,"{""error"":""internal error"",""code"":""INTERNAL_ERROR"",""details"":{""run_id"":""fb2c3394-33d5-474f-9eee-96c1f0315721""}}",internal error
DQ142,账户与地址,新增地址：李华 13900001111 徐汇区XX路100号 3栋502。,PROFILE_OR_ADDRESS,200,True,False,ee5c8dde-e09b-4096-9512-20556f1795ce,2665,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ143,账户与地址,刚加的地址设成默认地址。,PROFILE_OR_ADDRESS,200,True,False,676e2312-e5f4-4417-a501-5970a84def65,2585,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ144,账户与地址,手机号我填了123这种，应该拦截吧？,PROFILE_OR_ADDRESS,200,True,False,4eee2d46-ace1-4c91-91ca-df98577fb761,2586,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ145,账户与地址,我有两个地址，帮我确认哪个是默认。,PROFILE_OR_ADDRESS,200,True,False,e73e3a37-2589-4880-b170-18919f145eeb,2654,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ146,账户与地址,把默认地址联系人改成王姐，电话别动。,PROFILE_OR_ADDRESS,200,True,False,a4569efa-9d9a-4558-83e4-3d04bfde647a,2576,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ147,账户与地址,地址备注加一句‘后门收货，白天有人’。,PROFILE_OR_ADDRESS,200,True,False,d27bae70-509c-4290-85ce-442860bcd09b,2611,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ148,账户与地址,我换手机号了，资料里也要同步改。,PROFILE_OR_ADDRESS,200,True,False,0161e1aa-8f8d-4921-970c-a3f5ecf7aa28,2635,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ149,账户与地址,账号密码相关操作要不要二次确认？,PROFILE_OR_ADDRESS,200,True,False,d3bce904-795e-492e-8b3c-9f4eb8c3d0ea,2598,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ150,账户与地址,个人中心里能不能直接跳最近订单列表？,PROFILE_OR_ADDRESS,200,True,False,de60b61f-c848-487a-9372-05c4d731cb00,2576,"最近订单如下：
1. LPG202602130450082691 | 安装 | 已支付
2. LPG202602091518079603 | 瓶装配送 | 已过期
3. LPG202602091311254174 | 瓶装配送 | 已支付
4. LPG202602091223417608 | 瓶装配送 | 已支付
5. LPG202602091135071866 | 配件 | 已支付",
DQ151,投诉与安全知识,我要投诉昨天配送员态度不好，关联最近那单。,COMPLAINT_OR_SAFETY,200,True,True,d67cc821-0377-4625-b4e6-a8f12bced5c3,2598,"将提交一条投诉反馈。

请回复“确认”执行，回复“取消”放弃。",
DQ152,投诉与安全知识,我要提个建议：页面按钮太多，能不能简化。,COMPLAINT_OR_SAFETY,200,True,True,8ad7938f-708d-430c-adf7-68a09c1fcde2,2596,"将提交一条建议反馈。

请回复“确认”执行，回复“取消”放弃。",
DQ153,投诉与安全知识,燃气泄漏了先做什么？给我短句步骤，马上能照做。,COMPLAINT_OR_SAFETY,500,False,False,,3202,"{""error"":""internal error"",""code"":""INTERNAL_ERROR"",""details"":{""run_id"":""c879b895-4f97-4b21-a2e1-0b9e4c9dcb37""}}",internal error
DQ154,投诉与安全知识,闻到煤气味但不确定，先别吓我，按轻重缓急说。,COMPLAINT_OR_SAFETY,200,True,False,3bd2f53c-c7de-4767-a1e5-ded7254c2e31,2588,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ155,投诉与安全知识,我想投诉线上客服回复太慢，怎么提交？,COMPLAINT_OR_SAFETY,200,True,True,255ab370-5b58-4ee0-8c26-cb947775a186,2557,"将提交一条投诉反馈。

请回复“确认”执行，回复“取消”放弃。",
DQ156,投诉与安全知识,这次服务我不满意，能帮我建个工单跟进吗？,COMPLAINT_OR_SAFETY,200,True,False,64156b61-e421-4adf-81ea-6a3769dc442e,2595,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ157,投诉与安全知识,紧急情况要不要先打电话？电话多少？,COMPLAINT_OR_SAFETY,200,True,False,25547452-32f4-431f-ae5b-e374f06f5a25,2602,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ158,投诉与安全知识,给我一版‘给员工看的’燃气应急提示，越短越好。,COMPLAINT_OR_SAFETY,200,True,False,94da32df-af9b-417c-a700-393d4673e00c,2588,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ159,投诉与安全知识,我想表扬今天师傅服务好，也能提交吗？,COMPLAINT_OR_SAFETY,200,True,False,1b4fca7d-f8b7-415a-9042-6f547329ab42,2638,我可以直接帮您完成下单、支付、查单、取消订单、改地址和投诉建议。请直接告诉我您要办理什么。,
DQ160,投诉与安全知识,投诉提交后我怎么查处理进度？,COMPLAINT_OR_SAFETY,200,True,True,48dfb2ce-236d-43ca-82df-2b149c51ad73,2593,"将提交一条投诉反馈。

请回复“确认”执行，回复“取消”放弃。",
