result_version,id,category,message,intent_hint,status_code,ok,confirm_required,intent,run_id,latency_ms,tested_at,response,error
v20260213-fix1,DQ075,下单-安装安检报修换瓶,安装前需要准备什么，你顺便提醒我下。,ORDER_CREATE,200,True,True,CREATE_ORDER,d5327471-ec3c-45c7-bf1f-8ca8a055b9b9,546,2026-02-14T00:16:27,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：安装
2. 服务项目：安装前需要准备什么，你顺便提醒我下。
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ076,下单-安装安检报修换瓶,换瓶数量先1，等会我可能改2。,ORDER_CREATE,200,True,False,CREATE_ORDER,05b9be63-3cb9-4cd5-9fd0-7570bc36c29d,565,2026-02-14T00:16:28,您要办理的是“换瓶”。好的，请问您要哪种规格：5kg、15kg 还是 45kg？,
v20260213-fix1,DQ077,下单-安装安检报修换瓶,报修单你先出个确认单，我看完再点头。,ORDER_CREATE,200,True,True,CREATE_ORDER,e325e1db-1d75-4785-985c-8a06e87b8d83,563,2026-02-14T00:16:28,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：报修
2. 服务项目：报修单你先出个确认单，我看完再点头。
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ078,下单-安装安检报修换瓶,我说得比较乱，你帮我整理成可下单的信息。,ORDER_CREATE,200,True,False,CREATE_ORDER,66af8707-f631-4317-9794-7a4124c19a5d,565,2026-02-14T00:16:29,当然可以，我来帮您下单。请问您要办理哪类服务：瓶装配送、换瓶、安装、安检、报修或配件？,
v20260213-fix1,DQ079,下单-安装安检报修换瓶,能不能别让我选太多项，你按必要项提问就行。,ORDER_CREATE,200,True,False,UNKNOWN,41f04b6d-1563-44f0-b357-b92f19ef1cca,551,2026-02-14T00:16:29,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ080,下单-安装安检报修换瓶,我希望你像真人客服那样追问，不要机器话术。,ORDER_CREATE,200,True,False,UNKNOWN,f442cebf-1d7d-4159-b4d9-86a9439a6de6,573,2026-02-14T00:16:30,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ081,下单-安装安检报修换瓶,我有点急，先帮我判断该走报修还是安检。,ORDER_CREATE,200,True,True,CREATE_ORDER,10e8b0dc-b6cc-4a16-b6af-71c6a836f462,565,2026-02-14T00:16:31,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：安检
2. 服务项目：我有点急，先帮我判断该走报修还是安检。
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ082,下单-安装安检报修换瓶,把‘安装+安检’拆成哪种更合理，你建议一下。,ORDER_CREATE,200,True,True,CREATE_TICKET,67e0edb8-f204-4a0b-b5e9-0800cf9491c5,531,2026-02-14T00:16:31,"将提交一条建议反馈。

请回复“确认”执行，回复“取消”放弃。",
v20260213-fix1,DQ083,配件商城与购物车,商城里帮我找个适配15kg的减压阀。,ACCESSORIES_OR_CART,200,True,True,CREATE_ORDER,8550b706-9067-4dde-97c6-20b1fd5ee82f,535,2026-02-14T00:16:32,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：配件
2. 服务项目：减压阀×1
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ084,配件商城与购物车,我要买报警器和软管，先加购物车。,ACCESSORIES_OR_CART,200,True,False,SAFETY_GUIDE,2c1a3c5c-0ab4-45a7-9a8d-27982cd004cf,554,2026-02-14T00:16:32,"先按这个顺序处理：
1) 立即关闭燃气阀门。
2) 打开门窗通风，不要开关任何电器。
3) 人员先撤到安全区域。
4) 联系应急热线 400-888-0000。
如果您愿意，我可以继续帮您记录情况并发起售后处理。",
v20260213-fix1,DQ085,配件商城与购物车,购物车现在几件了？总价给我看下。,ACCESSORIES_OR_CART,200,True,False,QUERY_ORDER,4cb2ffa3-cba4-4715-b960-0695399b3b49,547,2026-02-14T00:16:33,您当前还没有可查询的订单。,
v20260213-fix1,DQ086,配件商城与购物车,把购物车里报警器数量改成2个。,ACCESSORIES_OR_CART,200,True,False,SAFETY_GUIDE,60aaeac2-a64d-4b04-a915-21f5f2009087,555,2026-02-14T00:16:33,"先按这个顺序处理：
1) 立即关闭燃气阀门。
2) 打开门窗通风，不要开关任何电器。
3) 人员先撤到安全区域。
4) 联系应急热线 400-888-0000。
如果您愿意，我可以继续帮您记录情况并发起售后处理。",
v20260213-fix1,DQ087,配件商城与购物车,最贵那件删掉，我预算不够。,ACCESSORIES_OR_CART,200,True,False,UNKNOWN,5ac8cf81-985e-4389-af32-f481908cf0b0,548,2026-02-14T00:16:34,"配件这边目前是“加购物车后统一下单”，不走单品直购。
您可以直接告诉我要加什么（例如：软管2件、减压阀1件），我来帮您整理并下单。",
v20260213-fix1,DQ088,配件商城与购物车,配件也能选配送时间吧？我要明天下午。,ACCESSORIES_OR_CART,200,True,False,CREATE_ORDER,80d00df8-3761-4b69-bad3-385c604bd00c,543,2026-02-14T00:16:34,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
v20260213-fix1,DQ089,配件商城与购物车,配件单我要开票，抬头是苏州XX餐饮。,ACCESSORIES_OR_CART,200,True,False,UNKNOWN,219ef566-2e9d-4905-8422-ac2f836b7ba9,545,2026-02-14T00:16:35,可以开票。我先记下您的开票要求；如果您是新下单，我会把发票信息一并写进备注里，后续只需要继续补齐下单信息即可。,
v20260213-fix1,DQ090,配件商城与购物车,配件和服务单能一起结算吗？,ACCESSORIES_OR_CART,200,True,False,CREATE_ORDER,c9ca8e65-e5b0-4f93-bc0c-df67acf29250,565,2026-02-14T00:16:36,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
v20260213-fix1,DQ091,配件商城与购物车,我先不支付，先生成订单看看。,ACCESSORIES_OR_CART,200,True,False,QUERY_ORDER,28b69bb1-b852-49d7-9a60-cc7cabe44f89,540,2026-02-14T00:16:36,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
v20260213-fix1,DQ092,配件商城与购物车,支付成功后订单列表能看到配件单吧？,ACCESSORIES_OR_CART,200,True,False,UNKNOWN,6bef9d34-d949-411f-ad7e-0995c4460224,558,2026-02-14T00:16:37,"配件这边目前是“加购物车后统一下单”，不走单品直购。
您可以直接告诉我要加什么（例如：软管2件、减压阀1件），我来帮您整理并下单。",
v20260213-fix1,DQ093,配件商城与购物车,给我推荐3个后厨常用配件，实用点。,ACCESSORIES_OR_CART,200,True,False,CREATE_ORDER,b4cdb5c0-4526-4a51-a19f-78c759bada06,559,2026-02-14T00:16:37,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
v20260213-fix1,DQ094,配件商城与购物车,买错了配件怎么取消，规则你说清楚。,ACCESSORIES_OR_CART,200,True,False,CREATE_ORDER,565e70c0-3acd-4637-a43d-e3643e42d8ef,570,2026-02-14T00:16:38,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
v20260213-fix1,DQ095,配件商城与购物车,我想一键清空购物车，保留收藏。,ACCESSORIES_OR_CART,200,True,False,UNKNOWN,b8183c27-5251-4207-aa6a-b438027219c8,534,2026-02-14T00:16:38,"配件这边目前是“加购物车后统一下单”，不走单品直购。
您可以直接告诉我要加什么（例如：软管2件、减压阀1件），我来帮您整理并下单。",
v20260213-fix1,DQ096,配件商城与购物车,底部那个购物车按钮点完应该进入哪一步？,ACCESSORIES_OR_CART,200,True,False,UNKNOWN,f6c1efb6-b4a3-498c-8c42-b811b15ed38c,540,2026-02-14T00:16:39,"配件这边目前是“加购物车后统一下单”，不走单品直购。
您可以直接告诉我要加什么（例如：软管2件、减压阀1件），我来帮您整理并下单。",
v20260213-fix1,DQ097,配件商城与购物车,软管2米来两条，再加一个减压阀。,ACCESSORIES_OR_CART,200,True,True,CREATE_ORDER,3fc4123f-a4fd-4aa4-b850-b565672d61f1,568,2026-02-14T00:16:39,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：配件
2. 服务项目：软管×2、减压阀×2
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ098,配件商城与购物车,我只会说‘买点配件’，你来问我要买啥。,ACCESSORIES_OR_CART,200,True,False,CREATE_ORDER,4c4facb0-9022-4142-b791-ef2208878583,557,2026-02-14T00:16:40,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
v20260213-fix1,DQ099,配件商城与购物车,这个SKU我记不住，你按名称帮我下就行。,ACCESSORIES_OR_CART,200,True,False,UNKNOWN,4b4e8329-dd60-4de0-bfc0-bbf3598cec23,542,2026-02-14T00:16:41,"配件这边目前是“加购物车后统一下单”，不走单品直购。
您可以直接告诉我要加什么（例如：软管2件、减压阀1件），我来帮您整理并下单。",
v20260213-fix1,DQ100,配件商城与购物车,配件下单也用默认地址和手机号。,ACCESSORIES_OR_CART,200,True,False,UNKNOWN,4ce4d02e-f94e-4565-8952-7e5ae87205de,539,2026-02-14T00:16:41,"您当前默认地址是：测试地址1号（测试账号 123）
共 2 个地址。
如需切换默认地址，请告诉我“把地址ID 12 设为默认地址”。",
v20260213-fix1,DQ101,配件商城与购物车,我不要直购，就走购物车统一下单。,ACCESSORIES_OR_CART,200,True,False,UNKNOWN,c7d6f2d0-54f7-441e-839b-271e7b0752de,548,2026-02-14T00:16:42,"配件这边目前是“加购物车后统一下单”，不走单品直购。
您可以直接告诉我要加什么（例如：软管2件、减压阀1件），我来帮您整理并下单。",
v20260213-fix1,DQ102,配件商城与购物车,配件下单前也请给我一个确认小结。,ACCESSORIES_OR_CART,200,True,False,CREATE_ORDER,8a8a4ac1-acab-465b-abd7-cc64599b8ca4,583,2026-02-14T00:16:42,您要办理的是“配件”。好的，请告诉我配件和数量（例如：软管2件、减压阀1件）。,
v20260213-fix1,DQ103,订单查询,帮我看下最近一个月所有订单。,ORDER_QUERY,200,True,False,QUERY_ORDER,70126b4d-0050-4d25-8611-4f0463b716c8,552,2026-02-14T00:16:43,您当前没有订单记录。,
v20260213-fix1,DQ104,订单查询,只看待付款的，别的先不看。,ORDER_QUERY,200,True,False,QUERY_ORDER,976b7e14-e552-48c5-b450-a1413e1d3504,555,2026-02-14T00:16:43,您当前没有订单记录。,
v20260213-fix1,DQ105,订单查询,进行中的单子给我按最新排一下。,ORDER_QUERY,200,True,False,QUERY_ORDER,2b7a34e7-c58d-4cd0-885b-d00195bc5fcc,559,2026-02-14T00:16:44,您当前没有订单记录。,
v20260213-fix1,DQ106,订单查询,查一下LPG202602091135071866这单。,ORDER_QUERY,200,True,False,QUERY_ORDER,f343831f-d695-4a08-9b17-c5e038b53c2e,537,2026-02-14T00:16:44,未找到对应订单，请确认订单号后重试。,
v20260213-fix1,DQ107,订单查询,我昨天那单现在到哪一步了？,ORDER_QUERY,200,True,False,QUERY_ORDER,7a63904c-5621-4f65-ab7b-8f04da7ba21c,549,2026-02-14T00:16:45,您当前没有订单记录。,
v20260213-fix1,DQ108,订单查询,给我看下这单的地址快照和联系人快照。,ORDER_QUERY,200,True,False,QUERY_ORDER,82e79585-85e8-403b-befd-53306dbacbd7,572,2026-02-14T00:16:46,您当前没有订单记录。,
v20260213-fix1,DQ109,订单查询,预计送达窗口是几点到几点？,ORDER_QUERY,200,True,False,QUERY_ORDER,76e66900-cf50-4d30-ab2c-82efead0133d,571,2026-02-14T00:16:46,您当前没有订单记录。,
v20260213-fix1,DQ110,订单查询,费用明细给我拆开看：小计、加急费、总价。,ORDER_QUERY,200,True,False,QUERY_ORDER,143f3ebc-864d-4590-b1b0-ca340cf86efa,571,2026-02-14T00:16:47,您当前还没有可查询的订单。,
v20260213-fix1,DQ111,订单查询,筛一下已完成的安装单。,ORDER_QUERY,200,True,False,QUERY_ORDER,000494b6-1b19-4055-9be9-fec93dbe534d,563,2026-02-14T00:16:47,您当前没有订单记录。,
v20260213-fix1,DQ112,订单查询,订单多的话给我第2页。,ORDER_QUERY,200,True,False,QUERY_ORDER,ffcb5b77-d4c9-44f9-8fff-2afd45718192,546,2026-02-14T00:16:48,您当前没有订单记录。,
v20260213-fix1,DQ113,订单查询,最近三笔配件单拉一下。,ORDER_QUERY,200,True,False,UNKNOWN,8e1b6d92-8e1a-44b5-84e7-1555f10329b1,544,2026-02-14T00:16:48,"配件这边目前是“加购物车后统一下单”，不走单品直购。
您可以直接告诉我要加什么（例如：软管2件、减压阀1件），我来帮您整理并下单。",
v20260213-fix1,DQ114,订单查询,帮我统计一下各状态有多少单。,ORDER_QUERY,200,True,False,QUERY_ORDER,5874443a-92b9-4dca-9316-5b9b79ebd2b4,593,2026-02-14T00:16:49,"按状态统计如下：
- 待支付：0 单
- 已支付：0 单
- 已预约：0 单
- 服务中：0 单
- 已完成：0 单
- 已取消：0 单
- 已过期：0 单",
v20260213-fix1,DQ115,订单查询,我记不住订单号，你按最近下单时间找。,ORDER_QUERY,200,True,False,UNKNOWN,491774dc-0f64-4c60-bff1-19c4447966c5,547,2026-02-14T00:16:49,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ116,订单查询,查下‘今天创建但还没支付’的单子。,ORDER_QUERY,200,True,False,QUERY_ORDER,25d34a74-0485-4e05-ac27-558d255ee446,550,2026-02-14T00:16:50,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
v20260213-fix1,DQ117,订单查询,我想看这周所有报修单进度。,ORDER_QUERY,200,True,True,CREATE_ORDER,7c160c11-0ee3-4a09-9cfe-b61b9729220c,564,2026-02-14T00:16:51,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：报修
2. 服务项目：我想看这周所有报修单进度。
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ118,订单查询,这单谁接的、什么时候开始服务？,ORDER_QUERY,200,True,False,QUERY_ORDER,f3d68bf7-7c55-4a4a-8006-2d402599abf8,555,2026-02-14T00:16:51,您当前没有订单记录。,
v20260213-fix1,DQ119,订单查询,只给我看我账号名下的，不要混别人的。,ORDER_QUERY,200,True,False,UNKNOWN,ae0dd479-9a71-42e0-9df2-d070632b1caf,558,2026-02-14T00:16:52,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ120,订单查询,我想按服务类型筛：只看安检。,ORDER_QUERY,200,True,True,CREATE_ORDER,a3abea7b-2ea0-4fd6-a435-44a723dbe98a,547,2026-02-14T00:16:52,"我先帮您把订单信息整理好了，请您看一下：
1. 服务类型：安检
2. 服务项目：我想按服务类型筛：只看安检。
3. 服务地址：默认地址
4. 联系方式：测试账号 123
5. 预约时间：尽快（系统自动分配）
6. 是否加急：否
7. 备注：无

请确认上面的订单信息是否正确。回复“确认下单”我就为您提交；如需修改，直接告诉我要改哪一项。",
v20260213-fix1,DQ121,订单查询,订单列表里那条‘进行中’，点进去前先口头说下进度。,ORDER_QUERY,200,True,False,QUERY_ORDER,51cb64af-b298-485f-88f9-c5daab2fe26e,552,2026-02-14T00:16:53,您当前没有订单记录。,
v20260213-fix1,DQ122,订单查询,我就问一句：我还有没完成的单吗？,ORDER_QUERY,200,True,False,QUERY_ORDER,0c16577e-b997-4191-bc23-da76d3b2f441,596,2026-02-14T00:16:53,您当前还有 0 笔未完成订单。,
v20260213-fix1,DQ123,取消改址支付,我想取消刚下的那笔订单。,ORDER_CHANGE,200,True,False,QUERY_ORDER,5e24089e-be22-434f-bc51-9393dbccf101,541,2026-02-14T00:16:54,按规则，服务开始前至少 1 小时才可取消。请把订单号发我，我马上帮您判断能不能取消。,
v20260213-fix1,DQ124,取消改址支付,这单还能取消吗？你先判断规则。,ORDER_CHANGE,200,True,False,QUERY_ORDER,f64342ae-e0d0-4749-b69f-25185b2c64f5,553,2026-02-14T00:16:54,按规则，服务开始前至少 1 小时才可取消。请把订单号发我，我马上帮您判断能不能取消。,
v20260213-fix1,DQ125,取消改址支付,地址改成浦东新区XX路88号，能改就改。,ORDER_CHANGE,200,True,False,MODIFY_ORDER,65f08681-1bc5-4d07-b318-d9aa2eaec5f5,545,2026-02-14T00:16:55,按规则，服务开始前至少 1 小时才可改址。请把订单号发我，我先帮您判断是否可改。,
v20260213-fix1,DQ126,取消改址支付,离服务不到1小时了，还能改址不？,ORDER_CHANGE,200,True,False,MODIFY_ORDER,a2cb245f-727d-44ce-94af-6d2dbf938d36,585,2026-02-14T00:16:56,按规则，服务开始前至少 1 小时才可改址。请把订单号发我，我先帮您判断是否可改。,
v20260213-fix1,DQ127,取消改址支付,我超过30分钟没付款，这单是不是废了？,ORDER_CHANGE,200,True,False,QUERY_ORDER,4541cc30-b8c1-4187-b642-da41eff92bed,567,2026-02-14T00:16:56,您当前没有订单记录。,
v20260213-fix1,DQ128,取消改址支付,帮我把这笔待付款单直接支付掉（mock也行）。,ORDER_CHANGE,200,True,False,QUERY_ORDER,0e7c86bd-c973-40de-98bd-0076b7dd9c31,565,2026-02-14T00:16:57,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
v20260213-fix1,DQ129,取消改址支付,支付后状态会怎么变，你说人话版就行。,ORDER_CHANGE,200,True,False,QUERY_ORDER,299b1564-60bf-43fb-845e-ac0cc026de41,545,2026-02-14T00:16:57,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
v20260213-fix1,DQ130,取消改址支付,要是支付失败了，你会怎么提示我？,ORDER_CHANGE,200,True,False,QUERY_ORDER,5edcbf0c-fc06-4a33-86fc-cc5d352cea2d,538,2026-02-14T00:16:58,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
v20260213-fix1,DQ131,取消改址支付,已经在服务中了，我还能取消吗？,ORDER_CHANGE,200,True,False,UNKNOWN,1b05efc3-0f43-4d5b-ae57-fe3d597d133a,545,2026-02-14T00:16:58,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ132,取消改址支付,改址成功后，历史订单地址别被新地址覆盖。,ORDER_CHANGE,200,True,False,MODIFY_ORDER,3eb5c5fa-46aa-4da8-9ead-ac35d9e7cdd4,546,2026-02-14T00:16:59,按规则，服务开始前至少 1 小时才可改址。请把订单号发我，我先帮您判断是否可改。,
v20260213-fix1,DQ133,取消改址支付,我现在后悔了，想撤单，先告诉我能不能撤。,ORDER_CHANGE,200,True,False,QUERY_ORDER,5fc59be3-843b-4d63-8047-4c4861e0bcdc,549,2026-02-14T00:16:59,按规则，服务开始前至少 1 小时才可取消。请把订单号发我，我马上帮您判断能不能取消。,
v20260213-fix1,DQ134,取消改址支付,这单改地址不行的话，能不能新建一单替代？,ORDER_CHANGE,200,True,False,MODIFY_ORDER,fa1e2574-9d25-4d77-8339-03458ece5d37,549,2026-02-14T00:17:00,按规则，服务开始前至少 1 小时才可改址。请把订单号发我，我先帮您判断是否可改。,
v20260213-fix1,DQ135,取消改址支付,取消失败请把原因说清楚，别只给错误码。,ORDER_CHANGE,200,True,False,UNKNOWN,00704daf-63a1-46ca-8178-f9edff75dd17,564,2026-02-14T00:17:01,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ136,取消改址支付,这笔单我现在付，付完你再帮我查状态。,ORDER_CHANGE,200,True,False,QUERY_ORDER,3e80148e-ca84-4830-9cec-4afdd25da77b,547,2026-02-14T00:17:01,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
v20260213-fix1,DQ137,取消改址支付,我不确定单号，你按最近待付款那笔先试支付。,ORDER_CHANGE,200,True,False,QUERY_ORDER,6ad3c44e-dc18-4ea0-805f-8b51a5c083ca,555,2026-02-14T00:17:02,请提供要支付的订单号，例如：支付订单 LPG2026020912345678。,
v20260213-fix1,DQ138,取消改址支付,改址如果超时了，能不能转成投诉/工单处理？,ORDER_CHANGE,200,True,False,MODIFY_ORDER,38db24c9-1515-4024-a27e-e6b9d2805747,559,2026-02-14T00:17:02,按规则，服务开始前至少 1 小时才可改址。请把订单号发我，我先帮您判断是否可改。,
v20260213-fix1,DQ139,账户与地址,帮我看下我的个人资料现在是什么。,PROFILE_OR_ADDRESS,200,True,False,UNKNOWN,e5229e6d-e77b-4a1a-9c9a-0c8693e31508,559,2026-02-14T00:17:03,您当前的资料是：姓名/昵称“测试账号”，手机号 123。如需修改，直接告诉我要改成什么。,
v20260213-fix1,DQ140,账户与地址,把我的显示名改成‘张建国（采购）’。,PROFILE_OR_ADDRESS,200,True,False,UNKNOWN,aee00a7e-359a-478e-bcc9-e0fef1d59758,553,2026-02-14T00:17:03,可以的。请告诉我您要修改成的姓名或昵称（2-32个字符）。,
v20260213-fix1,DQ141,账户与地址,我想改登录密码，流程怎么走？,PROFILE_OR_ADDRESS,200,True,False,UNKNOWN,19840622-bd03-4ed3-a53a-4ead693d9422,541,2026-02-14T00:17:04,出于账号安全考虑，修改密码请在“个人中心-修改密码”中完成。我可以引导您现在跳转过去。,
v20260213-fix1,DQ142,账户与地址,新增地址：李华 13900001111 徐汇区XX路100号 3栋502。,PROFILE_OR_ADDRESS,200,True,True,UNKNOWN,20c6f043-6f58-4cfc-8a55-1fce5bf99ecc,547,2026-02-14T00:17:04,"将新增地址：徐汇区XX路100号 3栋502（李华 13900001111）。

请回复“确认”执行，回复“取消”放弃。",
v20260213-fix1,DQ143,账户与地址,刚加的地址设成默认地址。,PROFILE_OR_ADDRESS,200,True,False,UNKNOWN,2c779cf8-06d4-465a-a843-439ac978dbdb,557,2026-02-14T00:17:05,请告诉我要设为默认的地址ID，例如：把地址ID 12 设为默认地址。,
v20260213-fix1,DQ144,账户与地址,手机号我填了123这种，应该拦截吧？,PROFILE_OR_ADDRESS,200,True,False,UNKNOWN,aa0ad19d-98c4-4d15-8250-0e1c03716879,533,2026-02-14T00:17:06,"会拦截的。手机号需要是中国大陆 11 位手机号（1开头），像“123”这种会被判定为无效。
如果是测试账号，只有登录手机号允许使用 123。",
v20260213-fix1,DQ145,账户与地址,我有两个地址，帮我确认哪个是默认。,PROFILE_OR_ADDRESS,200,True,False,UNKNOWN,6a41ba50-6d27-412f-a582-64050851ea91,564,2026-02-14T00:17:06,"您当前默认地址是：测试地址1号（测试账号 123）
共 2 个地址。
如需切换默认地址，请告诉我“把地址ID 12 设为默认地址”。",
v20260213-fix1,DQ146,账户与地址,把默认地址联系人改成王姐，电话别动。,PROFILE_OR_ADDRESS,200,True,True,UNKNOWN,74c5b3a6-6b14-414d-89d2-7d7e9d2c6fd7,556,2026-02-14T00:17:07,"将修改默认地址（ID 2）的联系人信息。

请回复“确认”执行，回复“取消”放弃。",
v20260213-fix1,DQ147,账户与地址,地址备注加一句‘后门收货，白天有人’。,PROFILE_OR_ADDRESS,200,True,False,UNKNOWN,7a944257-f19e-436e-a5e0-df2186f69fd0,560,2026-02-14T00:17:07,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ148,账户与地址,我换手机号了，资料里也要同步改。,PROFILE_OR_ADDRESS,200,True,False,UNKNOWN,8a6d7519-44cf-4c33-aff2-2fea1e754400,535,2026-02-14T00:17:08,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ149,账户与地址,账号密码相关操作要不要二次确认？,PROFILE_OR_ADDRESS,200,True,False,UNKNOWN,cca5de11-596a-4673-902e-ab4aa71c61db,551,2026-02-14T00:17:08,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ150,账户与地址,个人中心里能不能直接跳最近订单列表？,PROFILE_OR_ADDRESS,200,True,False,QUERY_ORDER,a170cefb-3c6b-46d3-8895-158f4d4bb34a,550,2026-02-14T00:17:09,您当前没有订单记录。,
v20260213-fix1,DQ151,投诉与安全知识,我要投诉昨天配送员态度不好，关联最近那单。,COMPLAINT_OR_SAFETY,200,True,True,CREATE_TICKET,a7da12f2-a0d2-4cb0-b38d-90729aa1101a,557,2026-02-14T00:17:09,"将提交一条投诉反馈。

请回复“确认”执行，回复“取消”放弃。",
v20260213-fix1,DQ152,投诉与安全知识,我要提个建议：页面按钮太多，能不能简化。,COMPLAINT_OR_SAFETY,200,True,True,CREATE_TICKET,06e78c5e-4c71-42c4-9027-f8f6c2c60da0,542,2026-02-14T00:17:10,"将提交一条建议反馈。

请回复“确认”执行，回复“取消”放弃。",
v20260213-fix1,DQ153,投诉与安全知识,燃气泄漏了先做什么？给我短句步骤，马上能照做。,COMPLAINT_OR_SAFETY,200,True,False,SAFETY_GUIDE,f3054b6e-201d-4de9-a5cf-649826f207c6,527,2026-02-14T00:17:10,"先按这个顺序处理：
1) 立即关闭燃气阀门。
2) 打开门窗通风，不要开关任何电器。
3) 人员先撤到安全区域。
4) 联系应急热线 400-888-0000。
如果您愿意，我可以继续帮您记录情况并发起售后处理。",
v20260213-fix1,DQ154,投诉与安全知识,闻到煤气味但不确定，先别吓我，按轻重缓急说。,COMPLAINT_OR_SAFETY,200,True,False,UNKNOWN,f2399503-f7d4-4c8b-a423-aad475cf59ce,567,2026-02-14T00:17:11,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ155,投诉与安全知识,我想投诉线上客服回复太慢，怎么提交？,COMPLAINT_OR_SAFETY,200,True,True,CREATE_TICKET,31c2f80c-dc56-4869-b2cc-40943d1cab1f,531,2026-02-14T00:17:12,"将提交一条投诉反馈。

请回复“确认”执行，回复“取消”放弃。",
v20260213-fix1,DQ156,投诉与安全知识,这次服务我不满意，能帮我建个工单跟进吗？,COMPLAINT_OR_SAFETY,200,True,False,UNKNOWN,e2ef5a22-21d8-4903-8df7-c3f5ef515773,554,2026-02-14T00:17:12,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
v20260213-fix1,DQ157,投诉与安全知识,紧急情况要不要先打电话？电话多少？,COMPLAINT_OR_SAFETY,200,True,False,UNKNOWN,e1b294b2-5ddf-4f3f-88ba-85016490c47d,559,2026-02-14T00:17:13,我可以直接帮您处理。您告诉我现在最想办哪件事就行，比如“下单两瓶15kg”或“查最近订单”。,
